
Y,5.063097739963128,-3.9634811005112635,0,0.3327271462747854,-3.891573821355888,0,-0.0032882701847392,0,-0.539168955125382,0,0,-3.0016872609393593,4.73,,0,Y,3.1777477761010684,-2.893307215624306,0,0.3414822374721625,-1.8353165587583977,0,-0.0063883403909336,0,-0.544541753565684,-2.295047110714251,0,0,0,-4.0553709654803414,1.7,,0,Y,-0.6406419760860036,-2.497388040252651,0,0.3603767562863875,-2.559487763355524,0,-0.030822583596918,0,-0.2635081796990916,0,-1.5841807136089132,0,0,0,-7.2156525003127139,0.07,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,Y,0.02,N/A,0.09,Low,Y,,0,
Y,5.063097739963128,-1.109389845792855,-3.0482690153639624,0.1278086101452431,0,-3.0276932629223205,-0.0065765403694784,-0.0870669392708148,-0.4926324415337448,0,0,-2.5807216951448048,7.04,,0,Y,3.1777477761010684,-0.829248773810523,-1.950158409016428,0.1634986208025818,0,-1.1253396457360074,-0.0127766807818672,-0.0936030461406434,-0.4967078129549832,-2.8904177515736613,0,0,0,-4.0570057231104633,1.7,,0,Y,-0.6406419760860036,-1.9187832546871725,-1.5103476949549257,0.3141713700452554,0,-1.5457479068235689,-0.061645167193836,-0.1544296950571012,-0.2362906866885224,0,-1.926835084595051,0,0,0,-7.6805500960409259,0.05,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,Y,0,N/A,0.05,Low,Y,,0,
Y,5.063097739963128,-3.5521587083586555,0,0.1800712827515208,0,0,-0.0098648105542176,0,-0.4428281009350702,-3.416540381680354090990914928409796677414,0.5895791265839664792658508716811695361026,-1.588643852229682111725064056728627141311,16.96,,0,Y,3.1777477761010684,-2.501499239682048,0,0.1228304867992177,0,0,-0.0191650211728008,0,-0.4458602900459288,-2.295047110714251,0,0,0,-2.961361738825171510284246054635991392914,4.92,,0,Y,-0.6406419760860036,-2.163638157902613,0,0.2740274209256315,0,0,-0.092467750790754,0,-0.2084944135744064,-1.666175903207681681470119735741395514846,-1.5841807136089132,0,0,0,-6.081571494244740381470119735741395514846,0.23,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,Y,0.02,N/A,0.24,Low,Y,,0,
Y,5.063097739963128,-0.503692022522255,-3.0482690153639624,0.1495793836912802,0,0,-0.0131530807389568,0,-0.3896756262660426,-1.972780404497877639967825364904576559354,-0.1980888144225275280324970294342515260431,-0.9129818401572137680003223943388280853971,28.64,,0,Y,3.1777477761010684,-0.520432282634761,-1.950158409016428,0.3826985923174669,0,0,-0.0255533615637344,0,-0.3918981175146474,-2.8904177515736613,0,0,0,-2.893306614276304287655717742138090324046,5.25,,0,Y,-0.6406419760860036,-1.1845026172785925,-1.5103476949549257,0.2185920694498365,0,0,-0.123290334387672,0,-0.180144221681451,-1.166996823080701745377853507557989325483,-1.926835084595051,0,0,0,-6.514166682614561045377853507557989325483,0.15,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,Y,0,N/A,0.15,Low,Y,,0,
Y,5.063097739963128,-2.7617347812024475,0,-0.2423752674379966,0,0,-0.016441350923696,0,-0.333126831358356,-2.747693197895833188768634102591544118915,0.381333939582904058638183057537954240976,-0.656939749272297230130451045053589877939,34.14,,0,Y,3.1777477761010684,-1.93903005886491,0,-0.0649438541871617,0,0,-0.031941701954668,0,-0.334743579861684,0,0.1674604666575001,0.0163980496965338,-1.91656880836833509097809391015249248335,-1.686276214904919184624853894075178676699,15.63,,0,Y,-0.6406419760860036,-1.211586865983935,0,-0.0689345207837595,0,0,-0.15411291798459,0,-0.151266535745858,-1.266917548886707067610656313523806352,0,0.0465833169171699,0.0126413143606622,-0.8333648142549238060666485141452936276391,-4.267600548447944873677304827669099979639,1.38,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,-3.5075404806,2.91,Very High,N,Y,0.72,Low,5.01,Medium,Y,,0,
Y,5.063097739963128,-0.241352643843975,-3.0482690153639624,-0.1158347353798208,0,0,-0.0197296211084352,0,-0.273165650938714,-1.638981068603825469435175489724227180815,-0.136725756875159405742537245083958636463,-0.410960752150764275177712734808185817278,39.87,,0,Y,3.1777477761010684,-0.213534824136759,-1.950158409016428,0.1084541050676329,0,0,-0.0383300423456016,0,-0.274342313412002,0,0,0.0327960993930676,-1.558102402343100906944302877858589451274,-1.250627099551085080668176033958450497959,22.26,,0,Y,-0.6406419760860036,-0.4454786331769725,-1.5103476949549257,0.4778224610219618,0,0,-0.184935501581508,0,-0.1218893439153236,-0.924823101521816856404984785782350681006,0,0,0.0252826287213244,-0.6774960092480349351183281838430548584883,-4.002507170741298991523312969625405539494,1.79,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,0.0038314176245210727969,Low,,Y,0,N/A,2.18,Low,Y,,0,
Y,5.063097739963128,-2.377717715896708,0,-0.1158347353798208,0,0,-0.0230178912931744,0,-0.2098081406288298,-2.335133384074034897357925247006654006553,0.2754180305635584045874626385796006118197,0.2770039032541185072295373915729466052667,56.88,,0,Y,3.1777477761010684,-1.672144450369738,0,0.1084541050676329,0,0,-0.0447183827365352,0,-0.2106633063149832,0,0,0.0491941490896014,-1.354299638945576648965789105188433580006,-0.5670791193041883231254091837251416500909,36.19,,0,Y,-0.6406419760860036,-0.950955513756978,0,0.3925644212923778,0,0,-0.215758085178426,0,-0.0920421977490384,-1.033730262308232695589176879387679515376,0,0,0.0379239430819866,-0.5888782401797735709216319876080893541208,-3.091517910884087866510808866995768869497,4.35,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,-1.9803092382,12.13,Very High,N,Y,5.79,High,22.27,High,Y,,0,
Y,5.063097739963128,-0.4158290110344374,-3.0482690153639624,-0.1158347353798208,0,0,-0.0263061614779136,0,-0.8400958706102598,-1.416670374370956793138494341146244098665,-0.1021504033300842293132183513683130413747,-0.9020578316043070224517126925145571400397,28.86,,0,Y,3.1777477761010684,-0.4263154878140428,-1.950158409016428,0.1084541050676329,0,0,-0.0511067231274688,0,-0.8676712771622982,0,0,0.0655921987861352,-1.213595846347912835881491569800801480236,-1.603398097920381243542732426537655772803,16.75,,0,Y,-0.6406419760860036,-0.9521497393698325,-1.5103476949549257,0.1109095996823623,0,0,-0.246580668775344,0,-0.4790922822476154,-0.7713429435373381536679572387611815291174,0,0,0.0505652574426488,-0.5276972434573327459488379714629467468055,-4.966377691303380999616795210224128275923,0.69,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,0.0038314176245210727969,Low,,Y,0,N/A,1.08,Low,Y,,0,
Y,5.063097739963128,-3.2848603713556015,0,0.1656989301192785,0,0,-0.0295944316626528,0,-0.0731289573002356,-2.045275880223201159528778205607564709132,0.2112869998941905920140101436069590199736,0.0072240294349060324852319379993943108416,50.18,,0,Y,3.1777477761010684,-2.303914978982239,0,0.1387795807366148,0,0,-0.0574950635184024,0,-0.0734647818985544,0,0,0.081990248482669,-1.107309160296600208176892746810607659908,-0.6703160547846347897853846170893090117505,33.84,,0,Y,-0.6406419760860036,-1.721933047755354,0,0.1775753567023973,0,0,-0.277403252372262,0,-0.03106406570345,-0.8771679024768780518304179637324227573423,0,0,0.063206571803311,-0.4814815354732650630627157686224460377593,-3.788909851361504414893133732354868795101,2.21,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,-1.4712321574,18.68,Very High,N,Y,5.79,High,26.68,High,Y,,0,
Y,5.063097739963128,-0.52062375017025,-3.0482690153639624,-1.1446590371870389,0,0,-0.032882701847392,0,-1.7341313505327396,-1.254155244209018527791585057821508702918,-0.08005805942370112266459727218322131120816,-2.751681418770974550456182330004730014126,6,,0,Y,3.1777477761010684,-0.5361949035292896,-1.950158409016428,-0.9684321781610862,0,0,-0.063883403909336,0,-1.7061807908966004,0,0,0.0983882981792028,-1.022673708981759494252253456859777322584,-3.355461438093894052343042166504167442389,3.37,,0,Y,-0.6406419760860036,-1.2234833549960112,-1.5103476949549257,-2.5954335082871594,0,0,-0.30822583596918,0,-0.731603623366962,-0.6637314992296388021084342634951822308494,0,0,0.0758478861639732,-0.4446802440944174368580829034084701571124,-8.042299850820324938966517166903652387961,0.03,,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,0.0038314176245210727969,Low,,Y,0,N/A,0.42,Low,Y,,0,
