03-10-2025,N,07-06-1970,M,07111,2,2,null,null,null,null,null,18,07-06-1997,null,null,null,18-05-1998,null,1,1,0,2,1,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,06-09-1973,M,10900,3,0,null,null,null,null,null,18,06-09-1999,null,null,null,20-04-2000,null,1,0,0,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,27-11-1976,M,03703,2,2,null,null,null,null,null,20,27-11-2006,null,null,null,29-03-2008,null,0,0,1,0,1,1,1,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,0,0,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,null
03-10-2025,N,23-12-1975,M,14105,2,2,null,null,null,null,null,20,23-12-2000,null,null,null,15-07-2001,null,1,0,0,0,0,3,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,10-07-1980,F,01900,2,2,null,null,null,null,null,21,10-07-2014,null,null,null,28-10-2015,null,0,0,1,0,1,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,null
03-10-2025,N,14-07-1985,F,06669,4,3,null,null,null,null,null,24,14-07-2023,null,null,null,05-08-2024,null,0,2,1,0,1,2,0,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,0,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-03-1970,F,19415,4,3,null,null,null,null,null,24,26-03-2007,null,null,null,26-03-2010,null,1,2,0,1,0,1,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,13-04-1975,F,08300,2,1,null,null,null,null,null,19,13-04-2009,null,null,null,13-04-2011,null,0,0,0,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,17-06-1980,F,02801,3,2,null,null,null,null,null,27,17-06-2019,null,null,null,17-06-2019,null,1,1,2,0,0,3,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,22-11-1985,F,14284,1,1,null,null,null,null,null,28,22-11-2013,null,null,null,10-04-2014,null,0,2,1,0,1,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,16-02-1990,M,15112,1,1,null,null,null,null,null,23,16-02-2013,null,null,null,10-03-2013,null,1,0,1,0,0,3,0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,1,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,18-09-1995,M,05912,1,1,null,null,null,null,null,20,18-09-2015,null,null,null,03-05-2016,null,1,0,0,0,0,1,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,29-02-1988,F,12102,3,0,null,null,null,null,null,20,28-02-2009,null,null,null,09-10-2009,null,0,0,0,1,1,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,29-02-1992,M,03402,2,0,null,null,null,null,null,18,28-02-2011,null,null,null,02-12-2011,null,1,1,1,1,0,1,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,1,0,2,2,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,29-02-1996,M,00406,2,0,null,null,null,null,null,16,28-02-2013,null,null,null,27-11-2013,null,0,0,0,0,1,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
